School ID,School Name,Borough,Building Code,Street Address,City,State,Zip Code,Latitude,Longitude,Phone Number,Start Time,End Time,Student Enrollment,Percent White,Percent Black,Percent Hispanic,Percent Asian,Average Score (SAT Math),Average Score (SAT Reading),Average Score (SAT Writing),Percent Tested,language_classes,# of Language Classes,online_language_courses,# of online language courses,advancedplacement_courses,# of ap courses,online_ap_courses,# of online ap courses,extracurricular_activities,# of extracurriculars,psal_sports_boys,# of boys sports,psal_sports_girls,# of girls sports,psal_sports_coed,# of coed sports
19K404,Academy for Young Writers,Brooklyn,K422,1065 Elton Street,Brooklyn,NY,11208,40.65752,-73.87478,718-688-7230,9:05 AM,3:30 PM,547,1.20%,73.10%,21.90%,1.50%,382,413,391,81.20%,Spanish,1,,0,"English Language and Composition, English Literature and Composition",2,,0,"Board Games, Dance and Step Team, Digital Photography, Homework Center, Literary Journal, Peer Tutoring, Poetry Seminars, Poets' Cafe, Senior Buddy Program, Theatre, Writers' Posse, Yearbook Committee",12,,0,,0,,0
19K409,East New York Family Academy,Brooklyn,K819,2057 Linden Boulevard,Brooklyn,NY,11207,40.66064,-73.88634,718-927-0012,8:00 AM,3:00 PM,479,0.40%,67.60%,29.50%,2.20%,464,451,421,66.70%,"French, Spanish",2,,0,"Comparative Government and Politics, English Literature and Composition",2,,0,"Art, Boys' Discussion Group, Cheerleading, Drama, Fitness, Girls' Discussion Group, Instrumental Music, Intramural Sports, National Honor Society, Stepping Team, Student Leadership, Studio Art, Theater Trips, Vocal Music, Yearbook",15,"Basketball, Volleyball",2,"Basketball, Tennis, Volleyball",3,,0
19K422,Spring Creek Community School,Brooklyn,K422,1065 Elton Street,Brooklyn,NY,11208,40.65752,-73.87478,718-688-7200,,,,,,,,,,,,,0,,0,,0,,0,"Performing Arts (including a Fall Dramatic Production and Spring Musical), Track, Basketball, Yoga, Talent Show, Student Government, Odyssey of the Mind, Beat Production & Studio Recording, Step Team, Technology Team, Art, Saturday Academy and After-School Tutoring",12,,0,,0,,0
19K502,FDNY High School for Fire and Life Safety,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-0389,8:00 AM,3:00 PM,324,1.90%,71.60%,24.40%,1.20%,365,369,357,47.70%,Spanish,1,,0,English Literature and Composition,1,"Biology, United States Government and Politics, World History",3,"EMT Explorers, Explorer Program, Graphic Arts, Internships within the Fire Department, School Newsletter, Student Council Activities and Events, Student Government, Technology, PSAL Activities",9,"Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Indoor Track, Outdoor Track, Soccer, Volleyball",8,"Basketball, Indoor Track, Outdoor Track, Soccer, Softball, Volleyball",6,,0
19K504,High School for Civil Rights,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-6289,8:00 AM,3:15 PM,319,1.90%,74.00%,22.90%,0.30%,391,373,376,26.40%,Spanish,1,,0,,0,,0,"Arista National Honor Society, Chess, Leadership, Moot Court, Region 5 Chorus, Teen Center",6,"Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Indoor Track, Outdoor Track, Soccer, Volleyball",8,"Basketball, Cross Country, Indoor Track, Outdoor Track, Soccer, Softball, Volleyball",7,,0
19K507,Performing Arts and Technology High School,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-0762,8:05 AM,3:00 PM,406,0.50%,80.80%,18.20%,0.20%,375,393,394,39.80%,Spanish,1,"French, Spanish",2,"Biology, Calculus AB, Chemistry, English Literature and Composition",4,"English Literature and Composition, United States Government and Politics",2,"Arista, Band, Book, Chess, Chorus, Community Service, Dance and Music Productions, Dance Company, Drama, Journalism, Peer Mediation Team, Photography, Student Council, Student Executive Leadership Team, Theater Company, Yearbook",16,"Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Indoor Track, Outdoor Track, Soccer, Volleyball",8,"Basketball, Indoor Track, Outdoor Track, Soccer, Softball, Volleyball",6,,0
19K510,World Academy for Total Community Health High School,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-0650,8:05 AM,2:20 PM,284,1.40%,75.70%,19.00%,2.50%,380,389,384,40.90%,Spanish,1,,0,"Biology, Psychology",2,,0,"Arista/National Honor Society, Student Government,",3,"Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Indoor Track, Outdoor Track, Soccer, Volleyball",8,"Basketball & JV Basketball, Indoor Track, Outdoor Track, Soccer, Softball, Volleyball",6,,0
19K583,Multicultural High School,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-827-2796,8:15 AM,3:15 PM,229,0.40%,0.00%,99.60%,0.00%,319,323,284,28.60%,Spanish,1,English,1,,0,,0,"Art, Chess, College Planning and Access, English as a Second Language (ESL) after-school program, Guitar, Literature Circle, Open Lab, Peer Mentoring, Peer Tutoring, Student Council, Youth Leadership",11,"Baseball, Basketball & JV Basketball, Bowling, Golf, Handball, Soccer, Swimming, Volleyball",8,"Basketball, Bowling, Handball, Softball, Tennis, Volleyball",6,,0
19K615,Transit Tech Career and Technical Education High School,Brooklyn,K615,1 Wells Street,Brooklyn,NY,11208,40.67823,-73.87597,718-647-5204,8:30 AM,2:45 PM,1093,1.30%,63.60%,27.20%,6.10%,387,387,384,37.20%,Spanish,1,Spanish,1,"Calculus AB, Computer Science A, English Language and Composition, United States History, World History",5,,0,"Band, Cheerleading, Chess, Chorus, Community Service, Computers, Conflict Resolution, Consultative Council, Dance, Debate, Drama, Honor Society, Leadership, Math, Newspaper, Peer Mediation, Shakespeare Festival, SkillsUSA, Steppers, Student Council, Student Mentoring, Transit Club, Yearbook",23,"Baseball, Basketball & JV Basketball, Cross Country, Handball, Indoor Track, Outdoor Track, Soccer, Volleyball",8,"Basketball, Cross Country, Indoor Track, Outdoor Track, Softball, Volleyball",6,Bowling,1
19K618,Academy of Innovative Technology,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-827-2469,7:45 AM,2:30 PM,413,1.20%,45.50%,45.50%,5.30%,395,376,359,57.40%,Spanish,1,,0,"English Literature and Composition, United States History",2,,0,"A+ Computer Repair Program, Book Club, Chess, Computer Literacy for Families, Digital Filmmaking, Film, Junior Achievement, Leadership through Community Service, MOUSE Squad, Music, Open Act, Peer Mediation, Peer Tutoring, Robotics, Saturday Tutorials, Spoken Word, Stepping, Student Leadership Council, Youth Ambassadors Program",19,"Basketball, Football, Indoor Track, Outdoor Track, Swimming",5,"Basketball, Indoor Track, Outdoor Track, Volleyball & JV Volleyball",4,,0
19K639,Brooklyn Lab School,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-235-3592,8:22 AM,3:11 PM,334,0.90%,35.60%,56.90%,5.40%,383,376,370,46.80%,Spanish,1,"French, Italian",2,"Biology, English Literature and Composition, Spanish Literature and Culture, Statistics, United States History",5,"Biology, Calculus AB, English Literature and Composition, United States History",4,"Math Club, Culinary Club, Mural Painting Club, Step Team, National Honor Society, Gay-Straight- Bisexual Alliance, Women's Fitness Group, Women's Empowerment Group, Music Club, Opening Act (Theater), Piano Club",11,"Baseball, Basketball & JV Basketball, Bowling, Cricket, Football & JV Football, Soccer, Volleyball & JV Volleyball",7,"Basketball & JV Basketball, Bowling, Softball & JV Softball, Tennis, Volleyball & JV Volleyball",5,"Cross Country, Indoor Track, Outdoor Track, Swimming",4
19K659,Cypress Hills Collegiate Preparatory School,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-647-1672,8:10 AM,3:00 PM,330,3.30%,19.70%,71.20%,4.50%,365,370,362,53.80%,"American Sign Language, Spanish",2,"French, Spanish",2,"English Literature and Composition, Psychology, Spanish Language and Culture, Statistics, United States Government and Politics, World History",6,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Macroeconomics, Microeconomics, Psychology, Spanish Language and Culture, Statistics, United States Government and Politics, United States History",11,"SAT Prep, Art, Dance, Graphic Design Elective, Yearbook, Student Government, Campus Youth Leadership Group, Swimming, Book, Anime, After-school Tutoring",11,"Baseball, Basketball & JV Basketball, Bowling, Cricket, Cross Country, Football & JV Football, Golf, Handball, Indoor Track, Outdoor Track, Soccer, Swimming, Volleyball",13,"Basketball, Bowling, Cricket, Cross Country, Handball, Indoor Track, Outdoor Track, Softball, Swimming, Tennis, Volleyball",11,Cricket,1
19K660,W. H. Maxwell Career and Technical Education High School,Brooklyn,K660,145 Pennsylvania Avenue,Brooklyn,NY,11207,40.67422,-73.89645,718-345-9100,8:00 AM,3:07 PM,506,0.60%,69.60%,28.10%,1.00%,326,333,350,38.50%,Spanish,1,,0,"English Literature and Composition, United States History",2,,0,"Leadership & Support: Skills, USA, Health Occupations Students of America (HOSA), Peer Mediation/Conflict Resolution, National Honor Society, National Technical Honor Society, National Thespian Society, Student Government Association, Teen Summit, Brooklyn Student Activity Council, Male & Female Mentoring, Young Men's Leadership, Young Women's Leadership and Teen Talk; Artistic: Photography, Advertising Design, Art, Music; Clubs: Yearbook, Math, Martial Arts, Parenting, Cosmetology, Fashion",21,"Baseball & JV Baseball, Basketball",2,"Basketball, Softball, Volleyball",3,Bowling,1
19K683,"School for Classics: An Academy of Thinkers, Writers, and Performers",Brooklyn,K218,370 Fountain Avenue,Brooklyn,NY,11208,40.67068,-73.87422,718-277-1069,8:00 AM,3:00 PM,308,4.20%,60.70%,26.00%,7.80%,387,391,383,52.80%,Spanish,1,,0,"English Literature and Composition, Macroeconomics, Psychology, United States Government and Politics, United States History, World History",6,,0,"College Readiness, Ballroom Dance, Drama, Music, Girls Leadership, Homework Help, Cheerleading, Step Team, Math, Music, Open Gym, Peer Tutoring, School Leadership Team (SLT), Spoken Word, Student Government, Writer's and Artist's Club, Track, Girl's Volleyball, Basketball, Culinary Arts, N.Y.S.A.A. Sports",21,,0,"Outdoor Track, Volleyball",2,,0
19K764,Urban Assembly School for Collaborative Healthcare,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,347-470-2511,8:15 AM,3:15 PM,62,4.80%,40.30%,32.30%,11.30%,,,,,,0,,0,,0,Please contact the school for more information,1,"Student clubs and organizations will be connected to  the health career pathways: Future Business Leaders of America, Future Health  Professionals, HealthCorps. Interested students will also be able to participate in  the campus JROTC program.",3,"Baseball, Basketball & JV Basketball, Bowling, Cricket, Cross  Country, Football & JV Football, Indoor Track, Outdoor Track, Soccer, Swimming,  Volleyball & JV Volleyball ",11,"Basketball & JV Basketball, Bowling, Cross Country, Indoor  Track, Outdoor Track, Softball & JV Softball, Tennis, Volleyball & JV Volleyball",8,"Cross Country, Indoor Track, Outdoor Track, Swimming  ",4
20K445,New Utrecht High School,Brooklyn,K445,1601 80th Street,Brooklyn,NY,11214,40.61342,-74.00365,718-232-2500,8:00 AM,3:00 PM,3480,27.60%,4.00%,29.00%,38.60%,488,422,417,63.20%,"Chinese (Cantonese), Chinese (Mandarin), Italian, Polish, Russian, Spanish",6,,0,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, English Language and Composition, Human Geography, Macroeconomics, Microeconomics, Physics B, United States History, World History",12,,0,"Archon Community Honor Society, Art Exhibits, Chinese New Year Show, Debate Team, Fashion Show, International Festival, Key Club, Mock Trial, Model United Nations, National Honor Society (Arista), Peer Mediation/Conflict Resolution, Peer Tutoring, Spring Musical, Talent Show, Theater Guild, Tri-Music Honor Society; most programs have an internship for students who qualify. We offer over 40 after-school clubs.",16,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Football & JV Football, Handball, Soccer, Swimming, Tennis, Volleyball, Wrestling",10,"Basketball & JV Basketball, Bowling, Handball, Soccer, Softball & JV Softball, Swimming, Tennis, Volleyball & JV Volleyball",8,,0
20K485,High School of Telecommunication Arts and Technology,Brooklyn,K485,350 67th Street,Brooklyn,NY,11220,40.63725,-74.02382,718-759-3400,8:00 AM,3:00 PM,1329,16.30%,7.70%,56.70%,18.00%,475,440,445,81.60%,Spanish,1,,0,"Biology, Calculus AB, Chemistry, English Language and Composition, Physics B, Spanish Language and Culture, Statistics, United States History, World History",9,,0,"Arista National Honors Society, LINK, Model UN, Science League, Spirit Squad, Student Government; Clubs: Animal, A/V, Blueprint Leadership, Book, Culinary, Dance/Step, Debate, Explore Your City, French, Knitting, Latin, Math, Red Cross",18,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Handball, Soccer, Volleyball",7,"Basketball, Bowling, Cross Country, Handball, Soccer, Softball, Swimming, Tennis, Volleyball",9,Outdoor Track,1
20K490,Fort Hamilton High School,Brooklyn,K490,8301 Shore Road,Brooklyn,NY,11209,40.62791,-74.03995,718-748-1537,9:00 AM,3:45 PM,4372,34.10%,4.50%,29.20%,30.10%,513,456,451,68.70%,"Arabic, Chinese, Classical Greek, French, Italian, Spanish",6,,0,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, English Language and Composition, English Literature and Composition, Environmental Science, Physics B, Psychology, Spanish Language and Culture, Studio Art: 2-D Design, Studio Art: Drawing, United States Government and Politics, United States History, World History",17,,0," School Newspaper, Chamber Music, Guitar Ensemble, School Yearbook, Theatrical Productions, Joffrey Ballet; Clubs: Anime, Asian, Cheerleading, Chess, Hellenic, Italian, Key, Make A Difference, Medical Science, Muslim Student Alliance, Reach Out, Robotics, Step Team, Tech Squad",19,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Football & JV Football, Golf, Handball, Outdoor Track, Soccer, Swimming, Tennis, Volleyball",11,"Basketball & JV Basketball, Bowling, Cross Country, Football, Golf, Handball, Indoor Track, Outdoor Track, Soccer, Softball & JV Softball, Swimming, Tennis, Volleyball",13,,0
20K505,Franklin Delano Roosevelt High School,Brooklyn,K505,5800 20th Avenue,Brooklyn,NY,11204,40.62026,-73.98201,718-621-8800,9:30 AM,4:15 PM,3220,18.60%,11.50%,29.30%,40.10%,504,411,407,54.00%,"Chinese, Spanish",2,,0,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, English Language and Composition, English Literature and Composition, European History, Physics B, Spanish Language and Culture, Statistics, United States History",12,,0,"Art, Cheerleaders, Chess, Chinese Culture, Christian Club, Computer Service Squad, Debate Team, Drama, Environmentalist Club, FDR Theatre Guild, Film Club, Future Business Leaders of America, Hispanic Club, Anime Club, Intel, Jewish Club, Key Club, Math Team, Mock Trial, Multicultural Club, Muslim Student Association, My Generation, National Honor Society, Newspaper, Origami, Peer Mediation and Negotiation, Peer Tutoring, Robotics, Yearbook",29,"Baseball, Basketball & JV Basketball, Bowling, Cricket, Football & JV Football, Golf, Handball, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",12,"Basketball, Bowling, Handball, Outdoor Track, Soccer, Softball, Tennis, Volleyball",8,,0
20K609,Urban Assembly School for Criminal Justice,Brooklyn,K223,4200 16th Avenue,Brooklyn,NY,11204,40.63491,-73.98152,718-438-3893,8:45 AM,3:45 PM,496,15.00%,17.50%,20.40%,46.50%,428,413,417,83.60%,Spanish,1,,0,"Calculus AB, Chemistry, English Literature and Composition, United States Government and Politics, United States History",5,,0,"Advanced Art, Model UN, Double Dutch, Soccer, Basketball, Cheerleading, Peer Tutoring, Dance, Drama, Student Council, Iron Chef",11,,0,,0,,0
21K337,International High School at Lafayette,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7860,9:15 AM,4:00 PM,358,25.70%,8.70%,24.00%,41.10%,424,343,337,84.30%,"Chinese Native Language Arts, French, Spanish Native Language Arts, Urdu",4,,0,,0,,0,"Art, Chess, Dance, Digital Media, Film, Guitar, Literacy, Math Center, Photography, Regents Exam Preparation, SAT Preparation, Saturday Explorers, Service Learning, Student Government, Theater, Tutoring, Writing Center",17,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cricket, Football & JV Football, Handball, Indoor Track, Outdoor Track, Soccer, Volleyball",10,"Basketball, Bowling, Indoor Track, Outdoor Track, Soccer, Softball, Volleyball",7,Tennis,1
21K344,Rachel Carson High School for Coastal Studies,Brooklyn,K303,521 West Avenue,Brooklyn,NY,11224,40.58212,-73.97289,718-265-0329,8:00 AM,3:15 PM,560,43.60%,22.50%,22.30%,10.20%,436,430,421,68.40%,"French, Spanish",2,,0,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, Physics B, Psychology, United States Government and Politics",7,,0,"Recycling, Achieve 3000, After-school Program collaboratively developed by teachers and students, After-school Tutorials, Basketball, Cross-age Tutoring, Debate, Ecology, Environmental Science, Film and Video, French, Guitar, Literary Journal, National Honor Society, New York Aquarium Internships, Ocean Futures, Odyssey Blended Learning Program, Rosetta Stone Program, Saturday School Tutorials, School Newspaper, School Website, Underwater Robotics, Vocal, Drama Program, Cooking Program, Digital Media Program, Yoga Program, YWCA Program, Intel Research Program",29,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cricket, Cross Country, Football & JV Football, Handball, Indoor Track, Outdoor Track, Soccer, Softball & JV Softball, Volleyball & JV Volleyball, Wrestling",13,"Basketball, Bowling, Cross Country, Indoor Track, Outdoor Track, Softball",6,Cricket,1
